time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,rssnr,cqi,ta
11-20 17:41:53.688,NO,106208995771983,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:53.688,NO,106208995771983,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:53.688,NO,106208995771983,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:54.161,YES,106208995771983,422,34624,850,310410,31,-76,-13,2147483647,2147483647,2147483647
11-20 17:41:54.161,NO,106208995771983,406,2147483647,850,nullnull,30,-85,-18,2147483647,2147483647,2147483647
11-20 17:41:54.161,NO,106208995771983,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:54.161,NO,106208995771983,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:54.161,NO,106208995771983,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:54.161,NO,106208995771983,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:54.162,YES,106208995771983,422,34624,850,310410,31,-76,-13,2147483647,2147483647,2147483647
11-20 17:41:54.162,NO,106208995771983,406,2147483647,850,nullnull,30,-85,-18,2147483647,2147483647,2147483647
11-20 17:41:54.162,NO,106208995771983,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:54.162,NO,106208995771983,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:54.162,NO,106208995771983,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:54.162,NO,106208995771983,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:54.679,YES,106208995771983,422,34624,850,310410,31,-76,-13,2147483647,2147483647,2147483647
11-20 17:41:54.679,NO,106208995771983,406,2147483647,850,nullnull,30,-85,-18,2147483647,2147483647,2147483647
11-20 17:41:54.679,NO,106208995771983,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:54.679,NO,106208995771983,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:54.679,NO,106208995771983,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:54.679,NO,106208995771983,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:54.681,YES,106208995771983,422,34624,850,310410,31,-76,-13,2147483647,2147483647,2147483647
11-20 17:41:54.681,NO,106208995771983,406,2147483647,850,nullnull,30,-85,-18,2147483647,2147483647,2147483647
11-20 17:41:54.681,NO,106208995771983,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:54.681,NO,106208995771983,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:54.681,NO,106208995771983,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:54.681,NO,106208995771983,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:55.181,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:55.181,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:55.181,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:55.181,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:55.181,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:55.181,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:55.183,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:55.183,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:55.183,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:55.183,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:55.183,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:55.183,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:55.679,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:55.679,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:55.679,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:55.679,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:55.679,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:55.679,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:55.688,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:55.688,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:55.688,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:55.688,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:55.688,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:55.688,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:56.179,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:56.179,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:56.179,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:56.179,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:56.179,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:56.179,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:56.181,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:56.181,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:56.181,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:56.181,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:56.181,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:56.181,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:56.683,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:56.683,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:56.683,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:56.683,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:56.683,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:56.683,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:56.691,YES,106211183154024,422,34624,850,310410,31,-79,-7,2147483647,2147483647,2147483647
11-20 17:41:56.691,NO,106211183154024,406,2147483647,850,nullnull,26,-87,-16,2147483647,2147483647,2147483647
11-20 17:41:56.691,NO,106211183154024,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:56.691,NO,106211183154024,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:56.691,NO,106211183154024,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:56.691,NO,106211183154024,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:57.210,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:57.210,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:57.210,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:57.210,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:57.210,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:57.210,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:57.215,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:57.215,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:57.215,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:57.215,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:57.215,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:57.215,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:57.683,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:57.683,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:57.683,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:57.683,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:57.683,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:57.683,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:57.686,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:57.686,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:57.686,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:57.686,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:57.686,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:57.686,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:58.185,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:58.185,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:58.185,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:58.185,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:58.185,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:58.185,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:58.193,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:58.193,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:58.193,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:58.193,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:58.193,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:58.193,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:58.689,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:58.689,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:58.689,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:58.689,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:58.689,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:58.689,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:58.696,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:58.696,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:58.696,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:58.696,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:58.696,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:58.696,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:59.172,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:59.172,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:59.172,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:59.172,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:59.172,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:59.172,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:59.176,YES,106213503713214,422,34624,850,310410,31,-73,-5,2147483647,2147483647,2147483647
11-20 17:41:59.176,NO,106213503713214,406,2147483647,850,nullnull,25,-87,-12,2147483647,2147483647,2147483647
11-20 17:41:59.176,NO,106213503713214,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:59.176,NO,106213503713214,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:59.176,NO,106213503713214,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:59.176,NO,106213503713214,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:59.723,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:41:59.723,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:41:59.723,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:59.723,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:59.723,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:59.723,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:41:59.726,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:41:59.726,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:41:59.726,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:41:59.726,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:41:59.726,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:41:59.726,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:00.186,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:00.186,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:00.186,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:00.186,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:00.186,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:00.186,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:00.189,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:00.189,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:00.189,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:00.189,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:00.189,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:00.189,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:00.691,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:00.691,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:00.691,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:00.691,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:00.691,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:00.691,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:00.693,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:00.693,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:00.693,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:00.693,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:00.693,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:00.693,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:01.190,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:01.190,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:01.190,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:01.190,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:01.190,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:01.190,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:01.193,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:01.193,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:01.193,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:01.193,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:01.193,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:01.193,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:01.691,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:01.691,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:01.691,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:01.691,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:01.691,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:01.691,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:01.693,YES,106216010630755,422,34624,850,310410,31,-78,-9,2147483647,2147483647,2147483647
11-20 17:42:01.693,NO,106216010630755,406,2147483647,850,nullnull,25,-89,-11,2147483647,2147483647,2147483647
11-20 17:42:01.693,NO,106216010630755,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:01.693,NO,106216010630755,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:01.693,NO,106216010630755,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:01.693,NO,106216010630755,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:02.186,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:02.186,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:02.186,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:02.186,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:02.186,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:02.186,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:02.189,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:02.189,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:02.189,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:02.189,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:02.189,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:02.189,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:02.692,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:02.692,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:02.692,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:02.692,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:02.692,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:02.692,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:02.696,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:02.696,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:02.696,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:02.696,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:02.696,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:02.696,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:03.189,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:03.189,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:03.189,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:03.189,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:03.189,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:03.189,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:03.193,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:03.193,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:03.193,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:03.193,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:03.193,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:03.193,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:03.682,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
11-20 17:42:03.682,NO,106218179689721,406,2147483647,850,nullnull,24,-86,-9,2147483647,2147483647,2147483647
11-20 17:42:03.682,NO,106218179689721,226,2147483647,9820,nullnull,20,-91,-7,2147483647,2147483647,2147483647
11-20 17:42:03.682,NO,106218179689721,47,2147483647,9820,nullnull,20,-106,-17,2147483647,2147483647,2147483647
11-20 17:42:03.682,NO,106218179689721,427,2147483647,5780,nullnull,30,-75,-10,2147483647,2147483647,2147483647
11-20 17:42:03.682,NO,106218179689721,470,2147483647,5780,nullnull,30,-76,-13,2147483647,2147483647,2147483647}]
11-20 17:42:03.685,YES,106218179689721,422,34624,850,310410,31,-83,-15,2147483647,2147483647,2147483647
